id,sessionId,affect,affect_binary,context,timestamp,time_of_engagement,time_of_completion
58,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
59,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
60,4,Schläfrig,0,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
61,1,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
62,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
63,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
64,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
65,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
66,2,Aufgeregt,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
67,3,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
68,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
69,3,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
70,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
71,4,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
72,4,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
73,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
74,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
75,4,Schläfrig,0,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
76,1,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
77,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
78,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
79,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
80,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
81,2,Aufgeregt,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
82,3,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
83,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
84,3,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
85,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
86,4,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
87,4,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
88,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
89,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
90,4,Schläfrig,0,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
91,1,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
92,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
93,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
94,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
95,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
96,2,Aufgeregt,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
97,3,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
98,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
99,3,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
100,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
101,4,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
102,4,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
103,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
104,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
105,4,Schläfrig,0,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
106,1,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
107,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
108,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
109,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
110,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
111,2,Aufgeregt,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
112,3,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
113,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
114,3,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
115,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
116,4,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
117,4,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
118,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
119,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
120,4,Schläfrig,0,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
121,1,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
122,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
123,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
124,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
125,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
126,2,Aufgeregt,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
127,3,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
128,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
129,3,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
130,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
131,4,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
132,4,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
133,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
134,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
135,4,Schläfrig,0,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
136,1,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
137,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
138,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
139,1,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
140,1,Erfreut,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
141,2,Aufgeregt,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
142,3,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
143,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
144,3,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
145,3,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
146,4,Zufrieden,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
147,4,Begeistert,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
148,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
149,4,Ruhig,1,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
150,4,Schläfrig,0,Unterhaltung,1684233673.092,1684316908.774,1684316912.869
151,1,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
152,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
153,1,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
154,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
155,1,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
156,5,Schläfrig,0,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
157,5,Erfreut,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
158,5,Erfüllt,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
159,5,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
160,5,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
161,5,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
162,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
163,6,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
164,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
165,6,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
166,1,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
167,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
168,1,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
169,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
170,1,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
171,5,Schläfrig,0,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
172,5,Erfreut,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
173,5,Erfüllt,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
174,5,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
175,5,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
176,5,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
177,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
178,6,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
179,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
180,6,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
181,1,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
182,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
183,1,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
184,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
185,1,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
186,5,Schläfrig,0,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
187,5,Erfreut,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
188,5,Erfüllt,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
189,5,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
190,5,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
191,5,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
192,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
193,6,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
194,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
195,6,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
196,1,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
197,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
198,1,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
199,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
200,1,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
201,5,Schläfrig,0,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
202,5,Erfreut,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
203,5,Erfüllt,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
204,5,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
205,5,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
206,5,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
207,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
208,6,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
209,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
210,6,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
211,1,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
212,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
213,1,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
214,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
215,1,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
216,5,Schläfrig,0,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
217,5,Erfreut,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
218,5,Erfüllt,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
219,5,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
220,5,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
221,5,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
222,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
223,6,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
224,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
225,6,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
226,1,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
227,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
228,1,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
229,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
230,1,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
231,5,Schläfrig,0,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
232,5,Erfreut,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
233,5,Erfüllt,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
234,5,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
235,5,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
236,5,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
237,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
238,6,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
239,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
240,6,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
241,1,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
242,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
243,1,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
244,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
245,1,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
246,5,Schläfrig,0,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
247,5,Erfreut,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
248,5,Erfüllt,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
249,5,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
250,5,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
251,5,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
252,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
253,6,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
254,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
255,6,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
256,1,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
257,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
258,1,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
259,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
260,1,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
261,5,Schläfrig,0,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
262,5,Erfreut,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
263,5,Erfüllt,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
264,5,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
265,5,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
266,5,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
267,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
268,6,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
269,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
270,6,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
271,1,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
272,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
273,1,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
274,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
275,1,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
276,5,Schläfrig,0,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
277,5,Erfreut,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
278,5,Erfüllt,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
279,5,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
280,5,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
281,5,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
282,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
283,6,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
284,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
285,6,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
286,1,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
287,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
288,1,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
289,1,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
290,1,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
291,5,Schläfrig,0,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
292,5,Erfreut,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
293,5,Erfüllt,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
294,5,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
295,5,Zufrieden,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
296,5,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
297,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
298,6,Begeistert,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
299,6,Glücklich,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
300,6,Ruhig,1,Unterhaltung,1684234128.563,1684321216.146,1684321227.689
301,7,Zufrieden,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
302,7,Erfreut,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
303,7,Frustriert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
304,7,Deprimiert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
305,7,Glücklich,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
306,8,Schläfrig,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
307,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
308,8,Ruhig,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
309,8,Angespannt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
310,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
311,7,Zufrieden,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
312,7,Erfreut,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
313,7,Frustriert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
314,7,Deprimiert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
315,7,Glücklich,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
316,8,Schläfrig,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
317,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
318,8,Ruhig,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
319,8,Angespannt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
320,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
321,7,Zufrieden,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
322,7,Erfreut,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
323,7,Frustriert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
324,7,Deprimiert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
325,7,Glücklich,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
326,8,Schläfrig,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
327,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
328,8,Ruhig,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
329,8,Angespannt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
330,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
331,7,Zufrieden,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
332,7,Erfreut,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
333,7,Frustriert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
334,7,Deprimiert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
335,7,Glücklich,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
336,8,Schläfrig,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
